Date,Customer,Metal,Code,Quantity,Unit Price,Total Price
5/9/2022,Capstone Acquisitions,Gold,G20FR,10.0,$361.95,"$3,619.50"
10/10/2022,Capstone Acquisitions,Gold,G20FR,30.0,$331.50,"$9,945.00"
3/8/2022,Capstone Acquisitions,Gold,G20FR,20.0,$393.00,"$7,860.00"
4/19/2022,Capstone Acquisitions,Gold,G20FR,173.0,$379.00,"$65,567.00"
7/29/2022,Heritage Capital Corporation,Gold,G20FR,74.0,$343.50,"$25,419.00"
9/14/2022,Northeast Arkansas Coin Co.,Gold,G20FR,10.0,$335.00,"$3,350.00"
6/13/2022,Capstone Acquisitions,Gold,G20FR,19.0,$357.60,"$6,794.40"
9/19/2022,Capstone Acquisitions,Gold,G20FS,50.0,$331.00,"$16,550.00"
7/19/2022,APMEX Inc.,Gold,G20FS,40.0,$334.00,"$13,360.00"
6/13/2022,Capstone Acquisitions,Gold,G20FS,22.0,$357.60,"$7,867.20"
8/15/2022,Money Metals Exchange LLC,Gold,G20FS,40.0,$354.30,"$14,172.00"
7/20/2022,APMEX Inc.,Gold,G20FS,75.0,$331.00,"$24,825.00"
10/27/2022,Capstone Acquisitions,Gold,G20FS,55.0,$333.00,"$18,315.00"
11/23/2022,Heritage Capital Corporation,Gold,G20FS,38.0,$338.10,"$12,847.80"
2/8/2022,"Beverly Hills PMX, Inc.",Gold,G20FS,246.0,$352.90,"$86,813.40"
2/14/2022,Capstone Acquisitions,Gold,G20FS,43.0,$364.20,"$15,660.60"
1/20/2022,Gold Rush Mercantile & Trading,Gold,G20FS,7.0,$361.75,"$2,532.25"
5/9/2022,Capstone Acquisitions,Gold,G20FS,19.0,$361.95,"$6,877.05"
10/10/2022,Capstone Acquisitions,Gold,G20FS,98.0,$331.50,"$32,487.00"
3/30/2022,Vierk's Fine Jewelry,Gold,G20FS,30.0,$375.00,"$11,250.00"
2/15/2022,NCII,Gold,G20MARK,90.0,$431.50,"$38,835.00"
12/7/2022,APMEX Inc.,Gold,G20MARK,26.0,$418.50,"$10,881.00"
6/21/2022,APMEX Inc.,Gold,G4DUC,10.0,$827.90,"$8,279.00"
8/11/2022,Royal Gold & Silver Exchange,Gold,G4DUC,5.0,$810.00,"$4,050.00"
12/15/2022,APMEX Inc.,Gold,G4DUC,14.0,$804.30,"$11,260.20"
9/6/2022,Royal Gold & Silver Exchange,Gold,G4DUC,5.0,$784.00,"$3,920.00"
6/29/2022,NCII,Gold,G5MC,65.0,$443.50,"$28,827.50"
7/25/2022,National Coin (MN),Gold,G5MC,6.0,$426.00,"$2,556.00"
8/8/2022,In God We Trust Coins,Gold,G5MC,2.0,$443.50,$887.00
8/30/2022,National Coin (MN),Gold,G5MC,8.0,$429.00,"$3,432.00"
11/10/2022,In God We Trust Coins,Gold,G5MC,8.0,$444.00,"$3,552.00"
5/17/2022,In God We Trust Coins,Gold,G5MC,4.0,$458.00,"$1,832.00"
5/3/2022,Upstate Coins,Gold,G5MC,180.0,$454.60,"$81,828.00"
4/18/2022,National Coin (MN),Gold,G5MC,4.0,$490.00,"$1,960.00"
8/22/2022,National Coin (MN),Gold,G5MC,9.0,$432.75,"$3,894.75"
12/5/2022,In God We Trust Coins,Gold,G5MC,2.0,$442.00,$884.00
8/1/2022,In God We Trust Coins,Gold,G5MC,3.0,$439.20,"$1,317.60"
8/1/2022,Upstate Coins,Gold,G5MC,4.0,$432.17,"$1,728.68"
7/18/2022,Lee Minshull R.C. Inc.,Gold,G5MC,27.0,$422.15,"$11,398.05"
10/13/2022,In God We Trust Coins,Gold,G5MC,2.0,$419.40,$838.80
6/3/2022,Northeast Arkansas Coin Co.,Gold,G5MC,3.0,$458.75,"$1,376.25"
12/9/2022,Gleyzer International Inc,Gold,G5ROUB,1.0,$280.00,$280.00
12/9/2022,Gleyzer International Inc,Gold,G5ROUB,2.0,$300.00,$600.00
12/5/2022,"The Bronze Look, LLC",Gold,G5ROUB,3.0,$300.00,$900.00
12/29/2022,Tanmai Jewelers,Gold,GB100G,5.0,"$5,902.00","$29,510.00"
10/21/2022,DGE Enterprises LLC,Gold,GB100G,1.0,"$5,374.00","$5,374.00"
9/1/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,2.0,"$5,511.00","$11,022.00"
10/21/2022,Paras Gold Inc.,Gold,GB100G,24.0,"$5,340.00","$128,160.00"
12/15/2022,Tanmai Jewelers,Gold,GB100G,3.0,"$5,863.00","$17,589.00"
11/10/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,680.00","$5,680.00"
12/30/2022,Tanmai Jewelers,Gold,GB100G,45.0,"$5,918.00","$266,310.00"
9/1/2022,K.B. Zaveree,Gold,GB100G,6.0,"$5,509.00","$33,054.00"
7/14/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$5,560.00","$5,560.00"
12/15/2022,Tanmai Jewelers,Gold,GB100G,5.0,"$5,766.00","$28,830.00"
12/6/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,757.00","$5,757.00"
7/15/2022,Highglow Jewelers (MI),Gold,GB100G,3.0,"$5,540.00","$16,620.00"
9/14/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$5,515.00","$5,515.00"
5/17/2022,Tanmai Jewelers,Gold,GB100G,2.0,"$5,917.70","$11,835.40"
10/20/2022,Highglow Jewelers Inc. (GA),Gold,GB100G,5.0,"$5,310.00","$26,550.00"
12/28/2022,Tanmai Jewelers,Gold,GB100G,5.0,"$5,885.00","$29,425.00"
9/26/2022,TSM Coins,Gold,GB100G,1.0,"$5,338.00","$5,338.00"
7/5/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,734.00","$5,734.00"
11/11/2022,"First Place Jewelry, LLC",Gold,GB100G,1.0,"$5,754.00","$5,754.00"
7/5/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,2.0,"$5,737.00","$11,474.00"
11/22/2022,Milano Fine Jewelry Inc.,Gold,GB100G,1.0,"$5,658.00","$5,658.00"
7/19/2022,K.B. Zaveree,Gold,GB100G,11.0,"$5,558.00","$61,138.00"
12/28/2022,Tanmai Jewelers,Gold,GB100G,4.0,"$5,858.00","$23,432.00"
10/26/2022,K.B. Zaveree,Gold,GB100G,2.0,"$5,413.00","$10,826.00"
10/4/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,610.00","$5,610.00"
7/27/2022,Abraham's Jewelry,Gold,GB100G,1.0,"$5,593.00","$5,593.00"
10/24/2022,K.B. Zaveree,Gold,GB100G,12.0,"$5,364.00","$64,368.00"
2/24/2022,K.B. Zaveree,Gold,GB100G,1.0,"$6,229.00","$6,229.00"
2/8/2022,K.B. Zaveree,Gold,GB100G,1.0,"$5,935.00","$5,935.00"
9/6/2022,K.B. Zaveree,Gold,GB100G,6.0,"$5,532.00","$33,192.00"
9/15/2022,Tanmai Jewelers,Gold,GB100G,2.0,"$5,411.00","$10,822.00"
3/8/2022,David's J & C Exchange LLC,Gold,GB100G,3.0,"$6,635.00","$19,905.00"
3/8/2022,David's J & C Exchange LLC,Gold,GB100G,1.0,"$6,650.00","$6,650.00"
12/19/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,802.00","$5,802.00"
7/6/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,2.0,"$5,644.00","$11,288.00"
10/19/2022,K.B. Zaveree,Gold,GB100G,2.0,"$5,297.00","$10,594.00"
5/9/2022,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$6,027.00","$6,027.00"
7/7/2022,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,655.00","$5,655.00"
10/6/2022,K.B. Zaveree,Gold,GB100G,2.0,"$5,567.30","$11,134.60"
9/21/2022,"First Place Jewelry, LLC",Gold,GB100G,2.0,"$5,420.00","$10,840.00"
9/28/2022,K.B. Zaveree,Gold,GB100G,8.0,"$5,402.00","$43,216.00"
9/1/2022,Ehan Traders,Gold,GB100G,1.0,"$5,509.00","$5,509.00"
8/19/2022,Paras Gold Inc.,Gold,GB100GPAMPF,15.0,"$5,685.00","$85,275.00"
9/20/2022,Paras Gold Inc.,Gold,GB100GPAMPF,20.0,"$5,423.00","$108,460.00"
1/18/2022,Paras Gold Inc.,Gold,GB100GPAMPF,15.0,"$5,889.00","$88,335.00"
3/31/2022,Paras Gold Inc.,Gold,GB100GPAMPF,1.0,"$6,240.00","$6,240.00"
8/2/2022,Texican Rare Coin,Gold,GB100GPAMPF,10.0,"$5,791.00","$57,910.00"
11/11/2022,Royal Gold & Silver Exchange,Gold,GB10CREDIT,1.0,"$18,010.00","$18,010.00"
9/26/2022,Paras Gold Inc.,Gold,GB10CREDIT,2.0,"$16,600.00","$33,200.00"
12/20/2022,Royal Gold & Silver Exchange,Gold,GB10CREDIT,3.0,"$18,180.00","$54,540.00"
10/25/2022,Paras Gold Inc.,Gold,GB10CREDIT,2.0,"$16,840.00","$33,680.00"
12/1/2022,Montelongo's Fine Jewelry,Gold,GB10CREDIT,1.0,"$18,340.00","$18,340.00"
3/28/2022,HK Investments,Gold,GB10CREDIT,5.0,"$19,570.00","$97,850.00"
3/15/2022,HK Investments,Gold,GB10CREDIT,1.0,"$19,710.00","$19,710.00"
3/31/2022,Rinkor Rare Coins,Gold,GB10CREDIT,15.0,"$19,627.00","$294,405.00"
4/12/2022,Rinkor Rare Coins,Gold,GB10CREDIT,4.0,"$19,915.00","$79,660.00"
12/12/2022,Luxe Jewel Exchange,Gold,GB10CREDIT,2.0,"$18,130.00","$36,260.00"
12/16/2022,Beryl Jewelers,Gold,GB10CREDIT,2.0,"$18,235.00","$36,470.00"
10/21/2022,Dallas Diamonds,Gold,GB10G,10.0,$549.00,"$5,490.00"
9/1/2022,K.B. Zaveree,Gold,GB10G,10.0,$562.94,"$5,629.40"
7/25/2022,Paras Gold Inc.,Gold,GB10G,2.0,$569.00,"$1,138.00"
1/21/2022,Paras Gold Inc.,Gold,GB10G,1.0,$606.00,$606.00
10/12/2022,Paras Gold Inc.,Gold,GB10G,40.0,$555.00,"$22,200.00"
6/14/2022,ATL Finds,Gold,GB10GEN,4.0,"$18,340.00","$73,360.00"
6/22/2022,Main Street Metals LLC,Gold,GB10GEN,3.0,"$18,680.00","$56,040.00"
8/8/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$18,184.00","$36,368.00"
10/31/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$16,700.00","$33,400.00"
10/26/2022,"Precious Metals Refinery, LLC",Gold,GB10GEN,2.0,"$16,860.00","$33,720.00"
1/11/2022,Dallas Watch & Diamonds,Gold,GB10GEN,1.0,"$18,360.00","$18,360.00"
1/5/2022,Coin & Jewelry Gallery of Boca Raton,Gold,GB10GEN,1.0,"$18,315.00","$18,315.00"
1/13/2022,The Coin Shop Biloxi,Gold,GB10GEN,2.0,"$18,400.00","$36,800.00"
9/2/2022,ARA Gold LLC,Gold,GB10GEN,1.0,"$17,345.00","$17,345.00"
1/10/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$18,067.00","$36,134.00"
1/11/2022,Brockhaus Jewelry,Gold,GB10GEN,1.0,"$18,430.00","$18,430.00"
5/13/2022,Main Street Metals LLC,Gold,GB10GEN,3.0,"$18,325.00","$54,975.00"
1/24/2022,Texas Gold N Silver,Gold,GB10GEN,2.0,"$18,614.00","$37,228.00"
1/28/2022,Michael & Alexandria DBA 6th Avenue Jewelers,Gold,GB10GEN,13.0,"$18,010.00","$234,130.00"
1/3/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,1.0,"$18,291.90","$18,291.90"
1/3/2022,Northern Nevada Coin,Gold,GB10GEN,2.0,"$18,230.00","$36,460.00"
1/20/2022,In God We Trust Coins,Gold,GB10GEN,1.0,"$18,595.00","$18,595.00"
12/21/2022,Royal Gold & Silver Exchange,Gold,GB10GEN,1.0,"$18,440.00","$18,440.00"
11/18/2022,Luxe Jewel Exchange,Gold,GB10GEN,1.0,"$17,850.00","$17,850.00"
9/6/2022,"Precious Metals Refinery, LLC",Gold,GB10GEN,7.0,"$17,272.00","$120,904.00"
9/6/2022,"Precious Metals Refinery, LLC",Gold,GB10GEN,1.0,"$17,400.00","$17,400.00"
9/6/2022,"Young's Jewelry, Inc. (TX)",Gold,GB10GEN,1.0,"$17,250.00","$17,250.00"
10/3/2022,Paras Gold Inc.,Gold,GB10GEN,5.0,"$17,120.00","$85,600.00"
4/3/2022,Michael & Alexandria DBA 6th Avenue Jewelers,Gold,GB10GEN,1.0,"$19,445.00","$19,445.00"
7/8/2022,David Kay Jewelers LLC,Gold,GB10GEN,2.0,"$17,740.00","$35,480.00"
6/30/2022,Russell Finkelberg,Gold,GB10GEN,1.0,"$18,370.00","$18,370.00"
7/8/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$17,776.30","$53,328.90"
8/12/2022,Main Street Metals LLC,Gold,GB10GEN,5.0,"$18,250.00","$91,250.00"
11/8/2022,AG Financial LLC,Gold,GB10GEN,1.0,"$17,423.00","$17,423.00"
5/5/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$19,234.00","$38,468.00"
8/2/2022,Hoover & Strong Inc.,Gold,GB10GEN,1.0,"$17,960.00","$17,960.00"
11/2/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,4.0,"$16,800.00","$67,200.00"
7/15/2022,Texican Rare Coin,Gold,GB10GEN,3.0,"$17,335.00","$52,005.00"
10/20/2022,ARA Gold LLC,Gold,GB10GEN,1.0,"$16,640.00","$16,640.00"
10/13/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$16,966.80","$33,933.60"
6/6/2022,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$18,722.00","$37,444.00"
5/25/2022,"Precious Metals Refinery, LLC",Gold,GB10GEN,7.0,"$18,790.00","$131,530.00"
6/2/2022,Michael & Alexandria DBA 6th Avenue Jewelers,Gold,GB10GEN,1.0,"$18,990.00","$18,990.00"
12/12/2022,"Longview Nor Jay, LTD.",Gold,GB10GPAMPF,4.0,$596.00,"$2,384.00"
1/5/2022,Gold Buyers of Orange Park,Gold,GB10GPAMPF,5.0,$606.50,"$3,032.50"
2/24/2022,TSM Coins,Gold,GB10GPAMPF,6.0,$643.30,"$3,859.80"
1/21/2022,Paras Gold Inc.,Gold,GB10GPAMPF,3.0,$615.00,"$1,845.00"
10/3/2022,Paras Gold Inc.,Gold,GB10GPerth,19.0,$559.00,"$10,621.00"
9/21/2022,Gold Buyers of Orange Park,Gold,GB10GPerth,10.0,$557.00,"$5,570.00"
9/23/2022,Dallas Diamonds,Gold,GB10GPerth,20.0,$550.00,"$11,000.00"
4/19/2022,Capstone Acquisitions,Gold,GB10JM,5.0,"$19,690.00","$98,450.00"
4/18/2022,Capstone Acquisitions,Gold,GB10JM,2.0,"$19,980.00","$39,960.00"
2/4/2022,"Tomahawk Consulting, LLC",Gold,GB10MONEX,2.0,"$18,249.00","$36,498.00"
2/28/2022,Central Refining,Gold,GB10MONEX,10.0,"$19,230.00","$192,300.00"
2/7/2022,Cut the Tail LLC.,Gold,GB10MONEX,15.0,"$18,377.00","$275,655.00"
3/8/2022,In God We Trust Coins,Gold,GB10MONEX,1.0,"$20,370.00","$20,370.00"
2/18/2022,ARA Gold LLC,Gold,GB10MONEX,1.0,"$19,120.00","$19,120.00"
3/9/2022,"Tomahawk Consulting, LLC",Gold,GB10MONEX,2.0,"$20,090.00","$40,180.00"
4/19/2022,Capstone Acquisitions,Gold,GB10MONEX,3.0,"$19,690.00","$59,070.00"
4/8/2022,Dallas Diamonds,Gold,GB10MONEX,1.0,"$19,630.00","$19,630.00"
3/28/2022,ARA Gold LLC,Gold,GB10MONEX,2.0,"$19,400.00","$38,800.00"
3/15/2022,Abraham's Jewelry,Gold,GB10MONEX,3.0,"$19,474.00","$58,422.00"
3/22/2022,JTC Jewelry & Design,Gold,GB10MONEX,1.0,"$19,232.30","$19,232.30"
4/12/2022,Royal Gold & Silver Exchange,Gold,GB10MONEX,1.0,"$19,868.00","$19,868.00"
4/12/2022,The Exchange Gold Store-Denton,Gold,GB10MONEX,1.0,"$19,902.00","$19,902.00"
4/11/2022,"Tomahawk Consulting, LLC",Gold,GB10MONEX,2.0,"$19,620.00","$39,240.00"
4/7/2022,"Precious Metals Refinery, LLC",Gold,GB10MONEX,6.0,"$19,530.00","$117,180.00"
1/28/2022,North American Bullion Exchange,Gold,GB10PAMPF,35.0,"$18,050.00","$631,750.00"
11/8/2022,Paras Gold Inc.,Gold,GB10PAMPF,4.0,"$17,390.00","$69,560.00"
3/16/2022,Paras Gold Inc.,Gold,GB10PAMPF,1.0,"$19,596.00","$19,596.00"
7/15/2022,Paras Gold Inc.,Gold,GB10PAMPF,1.0,"$17,450.00","$17,450.00"
9/8/2022,"Tomahawk Consulting, LLC",Gold,GB10PERTH,3.0,"$17,390.00","$52,170.00"
2/9/2022,Michael & Alexandria DBA 6th Avenue Jewelers,Gold,GB10PERTH,2.0,"$18,530.00","$37,060.00"
1/31/2022,Johnny's Coins & Collectibles,Gold,GB10PERTH,3.0,"$18,160.00","$54,480.00"
3/2/2022,HK Investments,Gold,GB10PERTH,1.0,"$19,465.00","$19,465.00"
4/12/2022,Rinkor Rare Coins,Gold,GB10PERTH,4.0,"$19,915.00","$79,660.00"
10/20/2022,Hurst Gold & Silver,Gold,GB1ASAHI,20.0,"$1,662.00","$33,240.00"
10/31/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,5.0,"$1,670.00","$8,350.00"
10/31/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,5.0,"$1,670.00","$8,350.00"
10/18/2022,Rudy's Gold & Silver,Gold,GB1ASAHI,1.0,"$1,687.00","$1,687.00"
10/24/2022,DGE Enterprises LLC,Gold,GB1ASAHI,8.0,"$1,684.50","$13,476.00"
10/24/2022,Carolina Coin & Trading Co.,Gold,GB1ASAHI,5.0,"$1,684.00","$8,420.00"
10/26/2022,Franklin Coin Shop,Gold,GB1ASAHI,3.0,"$1,700.00","$5,100.00"
10/26/2022,Gold & Silver Exchange (MI),Gold,GB1ASAHI,1.0,"$1,700.00","$1,700.00"
10/25/2022,Dallas Valley Goldmine,Gold,GB1ASAHI,4.0,"$1,692.00","$6,768.00"
10/25/2022,Highglow Jewelers (MI),Gold,GB1ASAHI,15.0,"$1,691.60","$25,374.00"
10/27/2022,Vallejo Coin Exchange,Gold,GB1ASAHI,3.0,"$1,692.00","$5,076.00"
10/24/2022,K.B. Zaveree,Gold,GB1ASAHI,30.0,"$1,685.00","$50,550.00"
10/24/2022,Dorian Leboeuf,Gold,GB1ASAHI,5.0,"$1,684.00","$8,420.00"
10/24/2022,North Georgia Diamond,Gold,GB1ASAHI,1.0,"$1,684.00","$1,684.00"
10/25/2022,Loveland Gold & Silver,Gold,GB1ASAHI,46.0,"$1,691.00","$77,786.00"
10/25/2022,Texican Rare Coin,Gold,GB1ASAHI,15.0,"$1,689.50","$25,342.50"
10/28/2022,Central Refining,Gold,GB1ASAHI,3.0,"$1,676.00","$5,028.00"
10/26/2022,DGE Enterprises LLC,Gold,GB1ASAHI,5.0,"$1,698.50","$8,492.50"
11/3/2022,HK Investments,Gold,GB1ASAHI,42.0,"$1,666.00","$69,972.00"
10/27/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,7.0,"$1,696.00","$11,872.00"
10/27/2022,Square Deal Collectibles,Gold,GB1ASAHI,2.0,"$1,699.00","$3,398.00"
10/31/2022,Dr. Gold Jewelry and Diamonds,Gold,GB1ASAHI,4.0,"$1,672.50","$6,690.00"
10/28/2022,K.B. Zaveree,Gold,GB1ASAHI,30.0,"$1,677.00","$50,310.00"
10/28/2022,Jesse Thornhill Enterprises,Gold,GB1ASAHI,10.0,"$1,680.00","$16,800.00"
10/21/2022,Dallas Diamonds,Gold,GB1ASAHI,8.0,"$1,687.00","$13,496.00"
11/1/2022,Square Deal Collectibles,Gold,GB1ASAHI,2.0,"$1,685.00","$3,370.00"
10/21/2022,Becker's Jewelers,Gold,GB1ASAHI,5.0,"$1,690.00","$8,450.00"
11/1/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,3.0,"$1,684.00","$5,052.00"
10/21/2022,David Kay Jewelers LLC,Gold,GB1ASAHI,6.0,"$1,673.00","$10,038.00"
11/2/2022,"Tomahawk Consulting, LLC",Gold,GB1ASAHI,5.0,"$1,685.00","$8,425.00"
11/2/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,5.0,"$1,698.00","$8,490.00"
11/2/2022,Jewelry World,Gold,GB1ASAHI,5.0,"$1,682.00","$8,410.00"
11/2/2022,Royal Gold & Silver Exchange,Gold,GB1ASAHI,1.0,"$1,674.00","$1,674.00"
9/1/2022,Ehan Traders,Gold,GB1C,1.0,"$1,720.00","$1,720.00"
9/22/2022,Gold Buyers of Orange Park,Gold,GB1C,20.0,"$1,698.00","$33,960.00"
8/29/2022,Mitchell's Jewelry (OK),Gold,GB1C,3.0,"$1,766.10","$5,298.30"
8/29/2022,ATL Finds,Gold,GB1C,20.0,"$1,765.00","$35,300.00"
12/15/2022,Royal Gold & Silver Exchange,Gold,GB1C,1.0,"$1,806.00","$1,806.00"
10/20/2022,ARA Gold LLC,Gold,GB1C,29.0,"$1,672.00","$48,488.00"
10/20/2022,"Parkville Jewelers, LLC",Gold,GB1C,3.0,"$1,661.00","$4,983.00"
10/20/2022,Royal Gold & Silver Exchange,Gold,GB1C,5.0,"$1,663.00","$8,315.00"
10/20/2022,Royal Gold & Silver Exchange,Gold,GB1C,5.0,"$1,663.00","$8,315.00"
10/11/2022,"Young's Jewelry, Inc. (TX)",Gold,GB1C,20.0,"$1,699.00","$33,980.00"
9/21/2022,"Alaska Bullion & Coin, LLC",Gold,GB1C,10.0,"$1,710.00","$17,100.00"
10/14/2022,"Alaska Bullion & Coin, LLC",Gold,GB1C,6.0,"$1,678.00","$10,068.00"
11/2/2022,Royal Gold & Silver Exchange,Gold,GB1C,5.0,"$1,675.00","$8,375.00"
10/20/2022,Royal Gold & Silver Exchange,Gold,GB1C,2.0,"$1,663.00","$3,326.00"
5/27/2022,Gold & Silver Exchange (MI),Gold,GB1C,2.0,"$1,887.00","$3,774.00"
10/20/2022,Highglow Jewelers Inc. (GA),Gold,GB1C,30.0,"$1,669.00","$50,070.00"
10/20/2022,Jesse Thornhill Enterprises,Gold,GB1C,4.0,"$1,660.00","$6,640.00"
12/28/2022,JTC Jewelry & Design,Gold,GB1C,5.0,"$1,835.00","$9,175.00"
8/17/2022,K.B. Zaveree,Gold,GB1C,15.0,"$1,793.00","$26,895.00"
12/2/2022,Central Refining,Gold,GB1C,3.0,"$1,824.00","$5,472.00"
8/9/2022,Gold Rush Mercantile & Trading,Gold,GB1C,8.0,"$1,825.00","$14,600.00"
11/22/2022,Lynch Coins,Gold,GB1C,1.0,"$1,777.18","$1,777.18"
12/23/2022,Staben Inc.,Gold,GB1C,1.0,"$1,828.00","$1,828.00"
10/19/2022,Highglow Jewelers (MI),Gold,GB1C,18.0,"$1,665.00","$29,970.00"
8/9/2022,Dallas Valley Goldmine,Gold,GB1C,5.0,"$1,827.00","$9,135.00"
